id,name,alias,name_en,category,kcal,protein,fat,carb,sodium
J0403801,黃鱔,"鱔魚,田鱔,田鰻,長魚,血魚,羅魚,無鱗公子",Rice (paddy) field eel; Rice swampeel; Rice paddy eel; Rice eel; Swamp eel,魚貝類,88.0,17.6,1.4,1.0,55.0
J0403901,石狗公,"石頭魚,獅甕(澎湖),紅鱠仔",Rockfish; Scorpionfish; Filefish,魚貝類,80.0,18.3,0.2,0.0,67.0
J0404001,環紋簑鮋,"龍鬚簑鮋,獅子魚,長獅,魔鬼,國公,石狗敢,虎魚,雞公,紅虎,火烘,石頭魚",Luna lion fish,魚貝類,79.0,18.4,0.1,0.0,145.0
J0404101,深海鱗角魚,"深海角魚,雞角,角仔魚",Gurnard; Searobin,魚貝類,80.0,17.7,0.5,0.0,105.0
J0404201,尖嘴鱸(去皮),"金目鱸,盲槽,扁紅目鱸",Palmer; Sea bass; Silver perch; Silver barramundi; White sea bass; Asian seabass; Cock-up; Barramundi perch; Barramundi; Giant seaperch; Giant perch; Giant sea-perch; Giant sea perch,魚貝類,98.0,20.6,1.2,0.1,48.0
J0404301,尖嘴鱸(含皮),"金目鱸,盲槽,扁紅目鱸",Palmer; Sea bass; Silver perch; Silver barramundi; White sea bass; Asian seabass; Cock-up; Barramundi perch; Barramundi; Giant seaperch; Giant perch; Giant sea-perch; Giant sea perch,魚貝類,107.0,19.6,2.6,0.0,51.0
J04044,日本花鱸平均值,"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass,魚貝類,98.0,19.9,1.5,0.9,62.0
J0404401,日本花鱸(2月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass,魚貝類,95.0,20.1,1.0,1.9,44.0
J0404402,日本花鱸((3月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass,魚貝類,100.0,20.0,1.6,0.5,65.0
J0404403,日本花鱸((8月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass,魚貝類,95.0,19.0,1.6,1.5,57.0
J0404404,日本花鱸((11月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass,魚貝類,99.0,20.5,1.3,0.1,64.0
J0404405,日本花鱸((12月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass,魚貝類,101.0,19.6,1.9,0.4,78.0
J0404501,日本花鱸(含皮),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass,魚貝類,111.0,19.2,3.2,0.8,55.0
J0404601,白鱸,,,魚貝類,76.0,17.7,0.1,1.0,55.0
J0404701,條紋狼鱸,,Striped bass,魚貝類,147.0,21.4,6.2,0.0,69.0
J0404801,鱖,,,魚貝類,89.0,17.7,1.5,0.0,47.0
J0404901,白緣星鱠,"闊嘴格仔,鱠,過魚,石斑,紅朱鱠(臺東),粉條(澎湖)",Painted coral trout; Whitemargin lyretail grouper; White-edged lyretail; Moontail seabass; Lunar-tailed grouper; Lyretail trout; Lyretail grouper; Lyre-tail trout,魚貝類,101.0,19.9,1.8,0.0,70.0
J04050,青星九刺鮨平均值,"紅鱠(條/格),七星斑,紅格仔,過(鯌/髻/郭)魚,石斑,條舅,青星九棘鱸,仔石斑,夕鱠",Blue-spotted rockcod; Coral hind; Coral rockcod; Vermillion seabass,魚貝類,94.0,20.9,0.5,0.0,46.0
J0405001,青星九刺鮨,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東)",Red coral perch; Red grouper; Vermillion seabass; Vermilion rock cod; Vermilion grouper; Blue-spotted rockcod; Coral grouper; Coral cod; Coral trout; Coral hind; Coral rockcod,魚貝類,83.0,19.3,0.1,0.5,47.0
J0405002,青星九刺鮨魚片,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東)",Red coral perch; Red grouper; Vermillion seabass; Vermilion rock cod; Vermilion grouper; Blue-spotted rockcod; Coral grouper; Coral cod; Coral trout; Coral hind; Coral rockcod,魚貝類,104.0,22.6,0.8,0.0,45.0
J0405101,斑帶石斑魚,"石斑,過魚,罔仔,竹節鱠,擬青石斑魚",Rock grouper,魚貝類,90.0,20.2,0.5,0.0,91.0
J0405102,龍虎石斑魚,"龍虎斑,巴龍膽,珍珠龍膽,虎膽","Epinephelus fuscoguttayus x Epinephelus lanceolatus, Tiger grouper",魚貝類,122.0,20.6,3.8,1.2,69.0
J0405201,斑點九刺鮨(去皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖)",Seabass; Peacock hind; Peacock grouper; Peacock cod; Peacock rockcod; Peacock rock-cod; Peacock coral cod; Peacock rock cod; Worldwide-peacock rockcod; Blue spotted grouper; Bluespotted grouper;,魚貝類,82.0,18.8,0.2,0.9,157.0
J0405301,斑點九刺鮨(含皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖)",Seabass; Peacock hind; Peacock grouper; Peacock cod; Peacock rockcod; Peacock rock-cod; Peacock coral cod; Peacock rock cod; Worldwide-peacock rockcod; Blue spotted grouper; Bluespotted grouper;,魚貝類,84.0,19.4,0.1,0.0,59.0
J0405401,棕點石斑魚,"老虎斑,過魚",Tiger grouper; Blotch grouper; Blotchy rockcod; Black-tipped cod; Blotchy grouper; Brown-marbled grouper; Flower cod; Flowery cod; Marble grouper; Grouper,魚貝類,115.0,19.1,3.7,0.0,79.0
J0405501,鞍帶石斑魚片,"龍膽石斑,過魚,槍頭石斑魚,倒吞鱟,鴛鴦鱠,龍躉(香港)",Queensland grouper; Queensland groper; Bridlebass; Brindlebass; Brindle grouper; Brindle bass; Giant grouper,魚貝類,155.0,19.1,8.2,0.2,118.0
J0405601,駝背鱸,"老鼠斑,鰵魚,烏丸稅,尖嘴鱠仔,觀音鱠,斟鰻鱠(澎湖)",Panther grouper; Pantherfish; Red fish; Polka-dot grouper; Polkadot grouper; Barramundi cod; Baramundi cod; Barrimundi cod; Hump-back rock-cod; Flatfish grouper; Highfinned grouper; Humpback rockcod;,魚貝類,83.0,18.1,0.6,0.0,93.0
J0405701,橫紋九刺鮨,"橫帶鱠,過魚,石斑,黑貓仔,黑絲貓,竹鱠仔,黑青貓仔(澎湖),烏絲(香港)",Overcast grouper; Chocolate hind; Brown-barred rockcod; Brownbarred rockcod; Brownbarred grouper; Charcoal grouper; Brown coral cod; Brown coral-cod,魚貝類,85.0,19.3,0.3,0.0,81.0
J0405801,大口黑鱸,"黑鱸,加州鱸,淡水鱸",Largemouth black bass,魚貝類,130.0,20.7,4.6,0.0,101.0
J0405901,日本紅目大眼鯛,"紅目鰱,嚴公仔,大目仔(臺東),紅目孔(澎湖),嚴公舅(澎湖)",Red big eye; Bigeye; Bulleye; Deepwater bullseye; Longfinned bullseye; Long-finned bullseye,魚貝類,97.0,19.6,1.5,0.0,63.0
J0406001,血斑異大眼鯛,"紅目鰱,嚴公仔",Rock bullseye; Red big-eye; Bullseye; Dusky-finned bullseye; Bigeye; Balarton; Catalufa; Glasseye snapper; Glass bigeye; Glasseye; Moonshine conga; Moonshine snapper,魚貝類,93.0,20.6,0.6,0.0,119.0
J0406101,多鱗沙鮻,"沙腸仔,kiss 魚",Silver sillago,魚貝類,90.0,18.6,1.2,0.6,96.0
J0406201,日本馬頭魚,"馬頭,方頭魚,吧唄,紅尾,吧口弄,紅馬頭,紅甘鯛",Red tilefish; Horse-head fish; Horse head; Japanese horsehead fish,魚貝類,85.0,18.7,0.6,0.0,86.0
J0406301,白馬頭魚,"馬頭,方頭魚,馬頭,方頭魚,白馬頭,拉崙(澎湖),白甘鯛",Tilefish; White horsehead,魚貝類,91.0,19.2,1.0,0.1,63.0
J0406401,鬼頭刀魚片,"鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖)",Common dolphifish; Dolphinfish; Dolphin fish; Common dolphin; Dolphin; Dorado; Common dolphinfish; Common dolphin fish; Mahimahi; Green dolphin; Mahi-mahi; Mahi mahi,魚貝類,78.0,17.2,0.5,0.0,178.0
J0406501,鬼頭刀,"鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖)",Common dolphifish; Dolphinfish; Dolphin fish; Common dolphin; Dolphin; Dorado; Common dolphinfish; Common dolphin fish; Mahimahi; Green dolphin; Mahi-mahi; Mahi mahi,魚貝類,107.0,21.8,1.5,0.0,55.0
J0406601,海鱺,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)",Runner; Prodigal son; Sergeant fish; Sergeantfish; Crabeater; Black salmon; Cubby yew; Cabio; Black king fish; Cobia; Black kingfish; Cod; Kingfish,魚貝類,106.0,20.4,2.1,0.0,131.0
J0406602,海鱺魚片,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)",Runner; Prodigal son; Sergeant fish; Sergeantfish; Crabeater; Black salmon; Cubby yew; Cabio; Black king fish; Cobia; Black kingfish; Cod; Kingfish,魚貝類,264.0,19.3,20.1,0.0,50.0
J0406701,大口逆鈎鰺,"七星仔,棘蔥仔,鬼平,龜濱,龜柄,油面仔(臺東),歸秉/龜秉/肥柄(澎湖)",Queenfish; Talang queenfish; Talang queen fish; Largemouth queenfish,魚貝類,103.0,21.8,1.1,0.1,54.0
J0406801,大甲鰺,"鐵甲,扁甲,大目巴攏,大甲鰺",Torpedo scad; Torpedo trevally; Cordyla scad; Finletted mackerel; Finny scad; Hardtail scad,魚貝類,105.0,21.2,1.6,0.4,90.0
J0406901,日本竹筴魚,"巴攏,竹莢魚,瓜仔魚,真鰺,巴蘭,瓜魚,巴弄/硬尾(澎湖),黑尾",Japanese scad; Japanese jack mackerel; Japanese horse mackerel; Jack mackerel,魚貝類,116.0,23.0,2.0,0.0,88.0
J0407001,布氏鯧鰺(去皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖)",Snubnose pompano; Silver pampano; Silver pompano; Snub-nosed dart; Snub-nosed swallowtail; Permit; Snub-nosed dart; Pompio; Ovate pompano; Round pompano; Pompano; Snubnose dart; Spinous dory;,魚貝類,192.0,20.3,11.7,0.0,49.0
J0407101,布氏鯧鰺(含皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖)",Snubnose pompano; Silver pampano; Silver pompano; Snub-nosed dart; Snub-nosed swallowtail; Permit; Snub-nosed dart; Pompio; Ovate pompano; Round pompano; Pompano; Snubnose dart; Spinous dory;,魚貝類,190.0,17.5,12.8,0.0,36.0
J0407201,杜氏鰤,"紅甘,紅甘鰺,竹午,汕午,紅頭午",Purplish amberjack; Rock salmon; Sailor's choice; Yellow tail; Amberjack; Allied kingfish; Greater yellowtail; Greater amberjack; Great yellowtail; Great amberfish; Jenny lind,魚貝類,115.0,21.9,2.4,0.2,41.0
J0407202,長鰭鰤魚,"油甘,黃尾鰺,甘仔,扁午,扁甘,柴魽",Seriola rivoliana,魚貝類,114.0,22.8,1.9,2.7,87.0
J0407301,范氏副葉鰺,甘仔魚,Blackfin scad; Herring scad,魚貝類,108.0,20.9,2.1,2.1,62.0
J0407401,泰勃圓鰺,硬尾,Redtail scad; Robin; Scad; Round robin; Roughear scad; Jack; Kingston; Greater Kingston,魚貝類,113.0,22.8,1.7,1.4,62.0
J0407501,烏鯧,"烏昌,三角昌,昌鼠魚,黑鯧,暗鯧,黑鰭,燕尾鯧",Pompano; Pomfret; Slade; Sweep; Blue skate; Butterfish; Black batfish; Brown pomfret; Black pompano; Black pomfret; Halibut; False butterfish,魚貝類,94.0,20.4,0.8,0.0,114.0
J0407601,無斑圓鰺,"紅瓜魚,巴攏,紅扁鰺,赤尾仔(臺東),赤尾,馬尾冬,紅瓜鰺,紅尾巴弄(澎湖)",Red tail scad; Redtail scad; Pacific redtail scad,魚貝類,119.0,23.9,1.9,0.0,130.0
J0407701,藍圓鰺,"硬尾,廣仔,甘廣,四破,巴攏,金鼓,吧弄,巴弄/孔仔(澎湖)",Round scad; White-tipped mackerel scad; Whitetip scad; Deep-bodied round scad; Japanese scad; Mackerel scad,魚貝類,114.0,24.0,1.3,0.0,57.0
J0407801,雙帶鰺,"海草,拉侖,拉崙/柴魚/青甘(澎湖)",Rainbow runner,魚貝類,118.0,22.6,2.4,0.0,43.0
J0407901,眼眶魚,"皮刀,眼眶魚,庖刀魚,皮鞋刀,菜刀魚,剃頭刀(澎湖)",Razor trevally; Moonfish,魚貝類,113.0,20.3,2.9,0.2,108.0
J0408001,斯氏長鰭烏魴,"深海三角仔,黑飛刀,黑皮刀,三角仔(臺東),大鱗烏鯧(澎湖)",Pomfret; Sickle pomfret,魚貝類,97.0,22.4,0.1,0.0,40.0
J0408101,史氏紅諧魚,"紅鰱魚,紅肉欉仔,紅嘴唇仔,紅唇仔,紅魚仔,白肉蒜,紅肉蒜",Japanese rubyfish,魚貝類,97.0,21.1,0.7,0.0,75.0
J0408201,希氏姬鯛,"鎖吾,散午,紅魚仔,紅臭魚仔,紅臭魚(臺東),白肉蒜",Snapper; Von Siebold's snapper fish; Jobfish; Lavender jobfish,魚貝類,91.0,21.1,0.1,0.5,57.0
J0408301,赤鰭笛鯛,"紅雞仔,赤海雞,赤筆仔(臺東),赤筆,赤海,紅魚,紅鰭赤海/鐵汕婆(澎湖)",Small-mouthed nannygai; Saddle-tailed sea-perch; Pink snapper; Red bream; Red jew; Redfish; Red snapper; Scarlet snapper; Black; Crimson snapper; High brow sea perch,魚貝類,88.0,20.4,0.1,0.0,91.0
J0408401,孟加拉笛鯛,"赤筆仔,黃雞母(澎湖)",Red snapper; Bengal snapper,魚貝類,87.0,19.8,0.3,0.0,62.0
J0408501,前鱗笛鯛,赤筆仔,Indian snapper,魚貝類,101.0,22.0,0.8,0.9,60.0
J0408601,馬拉巴笛鯛,"赤海,赤筆仔",Saddletail snapper; Redfish; Red jew; Saddle-tailed sea-perch; Red emperor; Red snapper; Silver; Scarlet sea-perch; Red bream; Saddle-tail snapper; Big-mouth nannygai; Large-mouthed nannygai;,魚貝類,86.0,20.2,0.0,0.0,96.0
J0408701,單斑笛鯛,"點記,黑點仔,黃翅,赤筆仔,點誌仔,龍王(臺東)",Onespot snapper; One-spot snapper; Onespot perch; One-spot seaperch; Black spot snapper,魚貝類,106.0,20.7,1.9,0.0,45.0
J0408801,黃擬烏尾鮗,"黃雞仔,包公雞,貢仔,黃腳佳仔,黃加甲(臺東),烏尾冬/青雞仔(澎湖)",Snapper,魚貝類,80.0,18.7,0.1,0.3,82.0
J0408901,葉唇笛鯛,"厚唇仔,紅魚",Tang's snapper,魚貝類,118.0,19.9,3.7,0.0,75.0
J0409001,松鯛,"打鐵婆,枯葉,石鯽,睡魚,庫羅黛,睏魚,海南洋仔,南洋鱸魚,海吳郭,流魚/柴魚/打鐵鱸(澎湖)",Sleepfish; Triple-tail; Triple tail; Tripletail; Brown triple tail; Conchy leaf; Atlantic tripletail; Bouyfish; Black grunt; Dusky tripletail; Black perch; Dusky triple-tail; Flasher,魚貝類,98.0,18.2,2.3,0.1,76.0
J0409101,三線磯鱸,"三線雞魚,黃雞仔,雞仔魚,番仔加誌,黃公仔魚,黃雞魚,三爪仔,雞魚(澎湖),青筆",Chicken grunt; Grunt,魚貝類,130.0,19.0,5.4,0.6,58.0
J0409201,星雞魚,"雞仔魚,石鱸,厚鱸,頭額/金龍/刣額(澎湖)",Silver grunt; Common javelinfish; Javelin grunter; Javelin grunt,魚貝類,99.0,20.6,1.2,0.4,73.0
J0409301,密點少棘胡椒鯛,"雞仔魚,加志,少棘石鱸,圭誌/烏嘉誌(澎湖)",Sailfin rubberlip; Painted sweetlips; Painted sweetlip; Pointed sweet lip; Slatey sweetlips; Sweetlip,魚貝類,94.0,19.5,1.2,0.0,74.0
J0409401,金線魚,"金線鰱,黃線,紅杉",Golden threadfin bream; Golden thread,魚貝類,119.0,20.9,3.3,0.0,103.0
J0409501,青嘴龍占魚,"龍尖,龍占,青嘴仔,青嘴/尖嘴仔(澎湖)",Sand snapper; Parrot-fish; North-west snapper; Norwest snapper; Snuppy; Spangled emperor; Scavenger; Red-finned emperor; Pig-faced bream; Tricky snapper; Starry pigface bream; Yellow sweetlip;,魚貝類,128.0,22.7,3.4,0.0,87.0
J0409601,網紋龍占魚,"龍尖,龍占(臺東)",Red snout emperor,魚貝類,101.0,21.7,1.0,0.0,90.0
J0409701,平鯛,"黃錫鯛,枋頭,邦頭/枋頭/白嘉鱲(澎湖)",Silver sea bream; Natal stumpnose; Silver bream; Yellowfin bream; Yellow fin bream; Tarwhine; Goldlined seabream; Gold-line sea bream; Goldloned seabream,魚貝類,158.0,21.0,7.6,0.5,32.0
J0409801,阿部牙鯛,"赤鯮,阿部赤鯮",,魚貝類,124.0,18.9,4.8,0.0,65.0
J04099,真鯛平均值(去皮),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy,魚貝類,110.0,20.6,2.5,0.2,60.0
J0409901,真鯛(1月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy,魚貝類,100.0,20.1,1.6,0.7,54.0
J0409902,真鯛(3月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy,魚貝類,101.0,20.8,1.3,0.7,64.0
J0409903,真鯛(5月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy,魚貝類,87.0,20.0,0.1,0.0,64.0
J0409904,真鯛(8月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy,魚貝類,176.0,20.6,9.8,1.7,51.0
J0409905,真鯛(9月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy,魚貝類,92.0,21.6,0.0,0.0,60.0
J0409906,真鯛(11月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy,魚貝類,105.0,20.3,2.0,0.0,66.0
J0410001,黃鰭棘鯛,"黃鰭鯛,黃鰭,赤翅仔,赤翅,花身,鏡鯛",Yellow-finned black porgy; Yellow fin seabream; Yellow seabream; Yellow sea bream; Yellowfin seabream; Japanese silver bream,魚貝類,136.0,19.2,6.0,0.6,70.0
J0410101,黑棘鯛(去皮),"黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖)",Black sea bream; Blackhead seabream; Black porgy,魚貝類,136.0,20.3,5.5,0.6,46.0
J0410201,黑棘鯛(含皮),"黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖)",Black sea bream; Blackhead seabream; Black porgy,魚貝類,165.0,19.5,9.0,0.0,66.0
J0410301,多鱗四指馬鮁,"四絲馬鮁,四指馬鮁,竹午,大午,午仔,鬚午仔/發鬚午仔(澎湖)",East Asian fourfinger threadfin,魚貝類,146.0,19.0,7.2,0.0,69.0
J0410401,大黃魚,"黃魚,黃瓜,黃花魚,黃口,火口,大黃花",Croceine croaker; Large yellow croaker,魚貝類,142.0,16.8,7.8,0.2,40.0
J0410501,小黃魚(去皮),"黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",Yellow croaker; Yellowfish; Croaker; Little yellow croaker,魚貝類,100.0,20.0,1.6,0.0,92.0
J0410601,小黃魚(含皮),"黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",Yellow croaker; Yellowfish; Croaker; Little yellow croaker,魚貝類,100.0,19.4,1.9,0.0,76.0
J0410701,白姑魚,"白口,帕頭,黃順,加網(澎湖)",Silver sea meagre; Silver croaker; White croaker; Croaker,魚貝類,97.0,18.8,1.8,0.0,85.0
J0410801,眼斑擬石首魚,紅鼓魚,Red drum,魚貝類,95.0,19.7,1.2,0.9,71.0
J0410901,黃姑魚,"春子,假黃魚,黃婆,紅花(臺南安平)",White flower croaker; Flower croaker,魚貝類,89.0,19.4,0.7,0.0,71.0
J0411001,黑䱛,"黑口,烏喉,黑喉(臺東),加正,烏加網,黑喉,臭魚",Croaker; Black croaker; Blackmouth croaker; Longfin kob,魚貝類,149.0,17.9,8.0,1.2,56.0
J0411101,鮸,"鮸仔,敏魚,米魚,水鮸仔",Mi-iuy croaker,魚貝類,104.0,23.3,0.5,0.0,52.0
J0411201,鱗鰭叫姑魚,"春子,油口/臭肚仔/金線加網(澎湖)",Croaker,魚貝類,99.0,18.4,2.3,0.3,78.0
J0411301,黑斑海緋鯉,"秋姑,鬚哥,黑點秋哥/外海秋哥(澎湖)",Sidespot goatfish; Sidedspot goatfish; Spotted goatfish; Whitespot goatfish; Blackspot goatfish,魚貝類,97.0,18.8,1.8,0.0,55.0
J0411401,斑點雞籠鯧,"銅盤仔,鏡鯧,金鏡,定盤,咬破埔,金鐘(澎湖)",Sicklefish; Spotted bat fish; Spotted sicklefish; Spotted drepane; Spotted batfish; Drepane,魚貝類,97.0,21.9,0.4,0.0,71.0
J0411501,花身鯻,"花身仔,斑吾,雞仔魚,三抓仔,花身鯻,邦五/斑午/兵舅仔/斑龜仔(澎湖)",Thornfish; Three-striped tiger fish; Cresent grunter; Crescent perch; Crescent-banded grunter; Crescent-banded tiger-fish; Jarbua terapon,魚貝類,157.0,19.5,8.2,0.0,60.0
J0411601,花尾唇指翁(翁加魚邊),"咬破布,三康,金花,萬年瘦,瘦仔/蝨鬢(澎湖)",White-spot-tail morwong; Spottedtail morwong; Flagfish; Flag fish; Morwong,魚貝類,116.0,19.8,3.4,0.6,71.0
J0411701,尼羅口孵非鯽(去皮),"南洋鯽仔,尼羅吳郭魚",Nile tilapia; Nilotica; Cichlid; Edward tilapia; Mozambique tilapia; Mango fish,魚貝類,113.0,20.4,2.9,0.0,62.0
J0411801,尼羅口孵非鯽(含皮),"南洋鯽仔,尼羅吳郭魚",Nile tilapia; Nilotica; Cichlid; Edward tilapia; Mozambique tilapia; Mango fish,魚貝類,125.0,19.4,4.7,0.0,42.0
J0411802,尼羅口孵非鯽(含皮)(2022年取樣),"南洋鯽仔,尼羅吳郭魚",Nile tilapia; Nilotica; Cichlid; Edward tilapia; Mozambique tilapia; Mango fish,魚貝類,122.0,20.4,3.9,3.0,62.0
J0411901,花身副麗魚,"珍珠石斑,淡水石斑,馬拉麗體魚",Jaguar guapote、Managuense、Guapote tiger,魚貝類,112.0,17.7,4.1,1.1,49.0
J0412001,紅色吳郭魚,"尼羅魚;台灣鯛,紅色尼羅魚,姬鯛,紅吳郭魚,濱鯛",Red mouthbreeder; Red tilapia,魚貝類,108.0,18.3,3.3,1.3,68.0
J0412002,台灣鯛魚片(生),,Tilapia,魚貝類,110.0,18.2,3.6,2.5,46.0
J0412003,台灣鯛魚片(生)(2021年),,Tilapia,魚貝類,109.0,17.9,3.7,1.5,31.0
J0412101,台灣鯛魚片(水煮),,Tilapia,魚貝類,130.0,23.4,3.3,1.3,34.0
J0412102,台灣鯛魚片(油煎),,Tilapia,魚貝類,162.0,23.1,6.9,1.9,67.0
J0412103,"台灣鯛魚片(烤,190℃,10分鐘)",,Tilapia,魚貝類,111.0,19.7,3.0,1.8,48.0
J0412104,"台灣鯛魚片(烤,190℃,20分鐘)",,Tilapia,魚貝類,134.0,23.0,4.0,2.1,54.0
J0412105,"台灣鯛魚片(烤,230℃,10分鐘)",,Tilapia,魚貝類,127.0,21.3,4.0,1.5,50.0
J0412106,"台灣鯛魚片(烤,230℃,20分鐘)",,Tilapia,魚貝類,142.0,24.6,4.1,2.5,65.0
J0412107,台灣鯛魚片(清蒸),,Tilapia,魚貝類,112.0,19.3,3.3,2.2,59.0
J0412108,台灣鯛魚片(微波),,Tilapia,魚貝類,140.0,24.9,3.7,1.4,85.0
J0412201,台灣鯛魚湯(水煮),,Tilapia soup,魚貝類,5.0,0.9,0.2,0.0,13.0
J0412301,莫三比克口孵非鯽,"非洲仔,南洋鯽仔,在來吳郭魚,吳郭魚/鹹水吳郭(澎湖)",Tilapia; Common tilapia; African mouthbrooder; Largemouth kurper; Mozambique mouthbrooder; Kurper bream; Mozambique cichlid; Java tilapia; Mozambique tilapia,魚貝類,112.0,19.5,3.2,0.0,91.0
J0412401,薔薇項鰭魚(去皮),"薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",Rosed razorfish,魚貝類,96.0,17.3,2.4,0.0,138.0
J0412501,薔薇項鰭魚(含皮),"薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",Rosed razorfish,魚貝類,93.0,17.9,1.8,0.0,126.0
J0412601,藍豬齒魚,"石老,四齒仔,西齒,簾仔,寒鯛,鰱仔(澎湖)",Scarbreast tuskfin,魚貝類,81.0,18.5,0.2,0.2,65.0
J0412701,福氏鸚哥魚(去皮),"紅鸚哥,青鸚哥仔,青衣,青衫(雄),蠔魚(雌),紅海逮,紅咬齒,番仔魚(臺東)",Rainbow parrotfish; Princess parrotfish; Tricolor parrotfish; Whitespot parrotfish; Big belly parrotfish; Forsten's parrotfish; Forsten parrotfish,魚貝類,84.0,19.6,0.0,0.2,86.0
J0412801,橫紋鸚哥魚(含皮),鸚哥,Lunate parrotfish; Festive parrotfish,魚貝類,81.0,18.9,0.0,0.0,89.0
J0412901,藍點鸚哥魚,"鸚哥,黃衣魚,青衫(雄),紅蠔魚(雌),紅衫,蠔魚(雌)(澎湖)",Parrot fish; Parrotfish; Yellowscale parrotfish; Yellow scale parrot fish; Cream parrotfish; Bluebarred parrotfish; Blue-barred parrotfish; Blue barred parrotfish; Blue trim parrotfish;,魚貝類,86.0,20.1,0.1,0.6,61.0
J0413001,金錢魚,"變身苦,遍身苦(澎湖),金鼓",Scat; Spotted scad; Spotted butter fish; Spotted butt; Spotted scat; Spotted butterfish; Argus fish; Butterfish; Common scat; Leopard scat,魚貝類,196.0,19.3,12.6,0.0,70.0
